Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day,sentiment_score,sentiment_label,dominant_topic,topic_name,Income_encoded,Saving_encoded,Loan_encoded,Time_encoded,Channel_encoded,cluster_kmeans,cluster_dbscan,cluster_hierarchical,cluster_gmm,cluster_final,cluster_name
3707,69102,280657.57,Lower-Middle,Groceries,Good,802.0,Default Risk,0.0,Charges are confusing and unclear,No_Complaint,USSD,Kaduna,Evening,-0.6124,Negative,3,General_Feedback,1,2,2,1,2,1,-1,0,1,0,Segment 0
3708,29795,93749.41,Low,Education,Good,729.0,Active Loan,2814941.61,Very satisfied with the platform,No_Complaint,Web,Kano,Afternoon,0.4754,Positive,3,General_Feedback,0,2,1,0,3,1,-1,0,1,0,Segment 0
3709,73215,290324.69,Lower-Middle,Savings Deposit,Poor,556.0,Active Loan,0.0,Transaction was fast and smooth,Charges Issue,Web,Ibadan,Morning,0.0,Neutral,1,Loan_Concerns,1,0,1,2,3,2,-1,2,1,2,Digital-First
3710,62999,212639.51,Middle,Education,Poor,562.0,Default Risk,1251422.81,Loan process takes too long,Charges Issue,Mobile App,Lagos,Evening,0.0,Neutral,0,Technical_Issues,2,0,2,1,0,1,-1,0,2,0,Segment 0
3711,24392,248986.4,Low,Rent,Average,621.0,No Loan,0.0,Charges are confusing and unclear,Charges Issue,USSD,Ibadan,Afternoon,-0.6124,Negative,3,General_Feedback,0,1,0,0,2,1,-1,0,2,0,Segment 0
3712,49833,67921.14,Lower-Middle,Transport,Poor,689.0,No Loan,0.0,I don't understand my loan deductions,Charges Issue,POS,Kaduna,Night,0.0,Neutral,1,Loan_Concerns,1,0,0,3,1,1,8,0,0,0,Segment 0
3713,90717,96421.43,Upper-Middle,Transport,Average,607.0,No Loan,0.0,I don't understand my loan deductions,Charges Issue,Web,Enugu,Night,0.0,Neutral,1,Loan_Concerns,3,1,0,3,3,1,-1,0,0,0,Segment 0
3714,72666,91144.96,Upper-Middle,Rent,Average,650.0,No Loan,494620.82,Customer service is slow to respond,General Feedback,USSD,Abuja,Morning,0.0,Neutral,3,General_Feedback,3,1,0,2,2,1,34,0,2,0,Segment 0
3715,23594,146729.64,Lower-Middle,Rent,Average,548.0,No Loan,0.0,Customer service is slow to respond,Charges Issue,Web,Kaduna,Afternoon,0.0,Neutral,3,General_Feedback,1,1,0,0,3,1,12,0,2,0,Segment 0
3716,71260,192361.71,Middle,Online Shopping,Poor,695.0,Default Risk,0.0,Overall experience is great,Charges Issue,Mobile App,Lagos,Night,0.6249,Positive,2,Charges_Complaints,2,0,2,3,0,1,-1,3,0,3,Segment 3
3717,44317,210426.04,Middle,Entertainment,Poor,598.0,No Loan,0.0,I don't understand my loan deductions,No_Complaint,Mobile App,Lagos,Evening,0.0,Neutral,1,Loan_Concerns,2,0,0,1,0,3,-1,0,3,0,Segment 0
3718,80093,179757.51,Low,Utilities,Good,742.0,Active Loan,3803918.31,The interface is confusing,No_Complaint,Mobile App,Kano,Night,-0.2263,Negative,3,General_Feedback,0,2,1,3,0,1,36,0,1,0,Segment 0
3719,30983,186952.45,Low,Groceries,Good,559.0,No Loan,3573620.28,Charges are confusing and unclear,Loan Issue,Web,Port Harcourt,Evening,-0.6124,Negative,3,General_Feedback,0,2,0,1,3,0,-1,1,1,1,Digital-First
3720,27230,235928.03,Low,Groceries,Poor,635.0,No Loan,4027813.43,Charges are confusing and unclear,No_Complaint,POS,Port Harcourt,Afternoon,-0.6124,Negative,3,General_Feedback,0,0,0,0,1,1,-1,0,1,0,Segment 0
3721,45920,150266.06,Middle,Utilities,Poor,650.0,Default Risk,0.0,Charges are confusing and unclear,Technical Issue,USSD,Port Harcourt,Evening,-0.6124,Negative,3,General_Feedback,2,0,2,1,2,3,-1,0,1,0,Segment 0
3722,44719,124146.82,Lower-Middle,Savings Deposit,Good,436.0,Active Loan,0.0,Charges are confusing and unclear,No_Complaint,USSD,Lagos,Evening,-0.6124,Negative,3,General_Feedback,1,2,1,1,2,2,-1,2,2,2,Digital-First
3723,71330,188565.54,Upper-Middle,Rent,Poor,602.0,No Loan,0.0,Overall experience is great,General Feedback,Mobile App,Kaduna,Evening,0.6249,Positive,2,Charges_Complaints,3,0,0,1,0,1,-1,0,2,0,Segment 0
3724,99529,180356.67,Middle,Transport,Poor,552.0,No Loan,0.0,Overall experience is great,Technical Issue,Mobile App,Enugu,Night,0.6249,Positive,2,Charges_Complaints,2,0,0,3,0,3,-1,0,0,0,Segment 0
3725,51817,66759.78,Low,Education,Average,640.0,No Loan,0.0,I don't understand my loan deductions,No_Complaint,POS,Enugu,Morning,0.0,Neutral,1,Loan_Concerns,0,1,0,2,1,1,-1,0,2,0,Segment 0
3726,28000,160043.76,High,Online Shopping,Good,707.0,No Loan,1828808.28,App keeps crashing during payments,General Feedback,USSD,Abuja,Evening,0.0,Neutral,2,Charges_Complaints,4,2,0,1,2,1,-1,3,0,3,Segment 3
3727,15979,302469.39,Middle,Savings Deposit,Average,624.0,No Loan,0.0,Payment failed multiple times,No_Complaint,POS,Lagos,Evening,-0.5106,Negative,1,Loan_Concerns,2,1,0,1,1,2,-1,2,2,2,Digital-First
3728,31460,153654.93,High,Utilities,Average,534.0,No Loan,0.0,I don't understand my loan deductions,No_Complaint,POS,Kano,Evening,0.0,Neutral,1,Loan_Concerns,4,1,0,1,1,1,9,0,1,0,Segment 0
3729,98996,213022.66,Lower-Middle,Education,Average,705.0,Active Loan,0.0,Charges are confusing and unclear,General Feedback,Mobile App,Ibadan,Night,-0.6124,Negative,3,General_Feedback,1,1,1,3,0,1,-1,0,1,0,Segment 0
3730,96942,138392.1,Middle,Entertainment,Average,658.0,Active Loan,4824789.71,Customer service is slow to respond,Technical Issue,Mobile App,Ibadan,Night,0.0,Neutral,3,General_Feedback,2,1,1,3,0,3,-1,0,3,0,Segment 0
3731,35286,249041.68,Middle,Entertainment,Poor,610.0,Active Loan,583016.5,I don't understand my loan deductions,General Feedback,Web,Kaduna,Morning,0.0,Neutral,1,Loan_Concerns,2,0,1,2,3,3,-1,0,3,0,Segment 0
3732,24235,187459.56,Upper-Middle,Online Shopping,Poor,636.0,Active Loan,0.0,Very satisfied with the platform,Technical Issue,POS,Kaduna,Afternoon,0.4754,Positive,3,General_Feedback,3,0,1,0,1,3,-1,3,0,3,Segment 3
3733,16824,114864.81,Lower-Middle,Transport,Good,673.0,No Loan,758781.73,Loan process takes too long,Charges Issue,USSD,Port Harcourt,Night,0.0,Neutral,0,Technical_Issues,1,2,0,3,2,1,-1,0,0,0,Segment 0
3734,13781,209548.23,Upper-Middle,Education,Poor,501.0,No Loan,1429503.43,Charges are confusing and unclear,General Feedback,Web,Enugu,Morning,-0.6124,Negative,3,General_Feedback,3,0,0,2,3,1,-1,0,2,0,Segment 0
3735,51920,262514.92,Middle,Health,Poor,670.0,No Loan,0.0,App keeps crashing during payments,Technical Issue,Web,Kano,Morning,0.0,Neutral,2,Charges_Complaints,2,0,0,2,3,3,-1,0,1,0,Segment 0
3736,84924,187531.78,Low,Entertainment,Average,660.0,Active Loan,4289957.01,Transaction was fast and smooth,No_Complaint,Web,Ibadan,Afternoon,0.0,Neutral,1,Loan_Concerns,0,1,1,0,3,3,-1,0,3,0,Segment 0
3737,12057,155868.69,Upper-Middle,Rent,Poor,497.0,Active Loan,1143563.54,Very satisfied with the platform,General Feedback,POS,Lagos,Morning,0.4754,Positive,3,General_Feedback,3,0,1,2,1,1,-1,0,2,0,Segment 0
3738,92770,192739.97,High,Groceries,Average,633.0,Active Loan,1725257.33,App keeps crashing during payments,No_Complaint,USSD,Kano,Afternoon,0.0,Neutral,2,Charges_Complaints,4,1,1,0,2,1,-1,0,1,0,Segment 0
3739,54867,168218.75,Lower-Middle,Rent,Average,582.0,No Loan,789067.28,Transaction was fast and smooth,Technical Issue,Web,Port Harcourt,Morning,0.0,Neutral,1,Loan_Concerns,1,1,0,2,3,3,-1,0,2,0,Segment 0
3740,25878,203559.03,Lower-Middle,Groceries,Good,691.0,Active Loan,2839731.58,Payment failed multiple times,Charges Issue,POS,Kaduna,Afternoon,-0.5106,Negative,1,Loan_Concerns,1,2,1,0,1,1,-1,0,1,0,Segment 0
3741,86424,130891.15,Low,Groceries,Average,625.0,No Loan,0.0,App keeps crashing during payments,Loan Issue,Web,Kaduna,Evening,0.0,Neutral,2,Charges_Complaints,0,1,0,1,3,0,-1,1,1,1,Digital-First
3742,19423,92619.82,Middle,Rent,Poor,639.0,Active Loan,820494.9,I need better support,Charges Issue,POS,Kano,Morning,0.6808,Positive,2,Charges_Complaints,2,0,1,2,1,1,-1,0,2,0,Segment 0
3743,45124,216220.1,Lower-Middle,Rent,Average,609.0,Active Loan,0.0,App keeps crashing during payments,General Feedback,POS,Kano,Evening,0.0,Neutral,2,Charges_Complaints,1,1,1,1,1,1,2,0,2,0,Segment 0
3744,61994,284639.64,Middle,Education,Poor,476.0,No Loan,0.0,App keeps crashing during payments,General Feedback,Web,Kaduna,Evening,0.0,Neutral,2,Charges_Complaints,2,0,0,1,3,1,-1,0,1,0,Segment 0
3745,78554,177411.28,Low,Savings Deposit,Average,720.0,No Loan,3615513.56,The interface is confusing,No_Complaint,USSD,Port Harcourt,Night,-0.2263,Negative,3,General_Feedback,0,1,0,3,2,2,-1,2,1,2,Digital-First
3746,88707,152935.02,Low,Health,Good,528.0,Active Loan,0.0,Charges are confusing and unclear,General Feedback,POS,Ibadan,Night,-0.6124,Negative,3,General_Feedback,0,2,1,3,1,1,-1,0,1,0,Segment 0
3747,82663,325322.9,Low,Groceries,Good,633.0,No Loan,0.0,The service is excellent,No_Complaint,POS,Ibadan,Afternoon,0.5719,Positive,3,General_Feedback,0,2,0,0,1,1,-1,0,1,0,Segment 0
3748,65513,218064.55,Middle,Groceries,Poor,691.0,No Loan,1102366.46,I need better support,General Feedback,USSD,Lagos,Evening,0.6808,Positive,2,Charges_Complaints,2,0,0,1,2,1,-1,0,2,0,Segment 0
3749,74530,212245.13,Upper-Middle,Utilities,Poor,554.0,Default Risk,0.0,Very satisfied with the platform,No_Complaint,POS,Lagos,Night,0.4754,Positive,3,General_Feedback,3,0,2,3,1,1,-1,0,2,0,Segment 0
3750,64378,169608.69,Middle,Online Shopping,Average,602.0,No Loan,0.0,Charges are confusing and unclear,Charges Issue,Mobile App,Enugu,Afternoon,-0.6124,Negative,3,General_Feedback,2,1,0,0,0,1,-1,3,0,3,Segment 3
3751,83705,120073.33,Lower-Middle,Education,Poor,555.0,No Loan,564426.07,Charges are confusing and unclear,Loan Issue,POS,Kano,Night,-0.6124,Negative,3,General_Feedback,1,0,0,3,1,0,-1,1,1,1,Digital-First
3752,57084,128172.27,Upper-Middle,Education,Poor,585.0,Active Loan,0.0,Charges are confusing and unclear,Technical Issue,Web,Port Harcourt,Afternoon,-0.6124,Negative,3,General_Feedback,3,0,1,0,3,3,-1,0,1,0,Segment 0
3753,69019,138329.5,Lower-Middle,Utilities,Average,670.0,Active Loan,0.0,Charges are confusing and unclear,No_Complaint,POS,Abuja,Afternoon,-0.6124,Negative,3,General_Feedback,1,1,1,0,1,1,21,0,1,0,Segment 0
3754,20330,66173.72,Lower-Middle,Rent,Poor,567.0,Active Loan,1497973.55,The service is excellent,General Feedback,Mobile App,Abuja,Morning,0.5719,Positive,3,General_Feedback,1,0,1,2,0,1,-1,0,2,0,Segment 0
3755,99325,136824.02,Lower-Middle,Education,Poor,602.0,No Loan,0.0,Transaction was fast and smooth,No_Complaint,Mobile App,Kano,Evening,0.0,Neutral,1,Loan_Concerns,1,0,0,1,0,1,-1,0,1,0,Segment 0
3756,71981,159053.88,Middle,Online Shopping,Average,572.0,No Loan,0.0,The service is excellent,Technical Issue,Mobile App,Kaduna,Afternoon,0.5719,Positive,3,General_Feedback,2,1,0,0,0,3,-1,3,0,3,Segment 3
3757,86067,133190.06,Upper-Middle,Education,Average,663.0,Active Loan,0.0,The interface is confusing,Technical Issue,Web,Port Harcourt,Evening,-0.2263,Negative,3,General_Feedback,3,1,1,1,3,3,-1,0,1,0,Segment 0
3758,17034,168754.08,Middle,Transport,Average,679.0,No Loan,0.0,Customer service is slow to respond,General Feedback,USSD,Lagos,Morning,0.0,Neutral,3,General_Feedback,2,1,0,2,2,1,-1,0,0,0,Segment 0
3759,71417,145390.89,Lower-Middle,Rent,Average,611.0,Active Loan,1209970.68,I don't understand my loan deductions,No_Complaint,Web,Kano,Morning,0.0,Neutral,1,Loan_Concerns,1,1,1,2,3,1,-1,0,2,0,Segment 0
3760,67879,159777.58,Middle,Education,Average,522.0,No Loan,4922214.41,The interface is confusing,General Feedback,Mobile App,Ibadan,Night,-0.2263,Negative,3,General_Feedback,2,1,0,3,0,1,-1,0,1,0,Segment 0
3761,65101,112728.81,Low,Rent,Average,616.0,Default Risk,0.0,Transaction was fast and smooth,No_Complaint,POS,Kano,Morning,0.0,Neutral,1,Loan_Concerns,0,1,2,2,1,1,-1,0,2,0,Segment 0
3762,89344,131008.34,Low,Rent,Average,597.0,No Loan,0.0,Very satisfied with the platform,Technical Issue,Mobile App,Kano,Evening,0.4754,Positive,3,General_Feedback,0,1,0,1,0,3,-1,0,2,0,Segment 0
3763,18835,149778.61,Lower-Middle,Utilities,Poor,528.0,No Loan,1983555.85,I don't understand my loan deductions,General Feedback,POS,Abuja,Morning,0.0,Neutral,1,Loan_Concerns,1,0,0,2,1,1,-1,0,1,0,Segment 0
3764,31986,105571.04,Low,Groceries,Average,833.0,No Loan,0.0,I need better support,No_Complaint,Web,Kano,Evening,0.6808,Positive,2,Charges_Complaints,0,1,0,1,3,1,-1,0,1,0,Segment 0
3765,86122,144450.74,Upper-Middle,Education,Average,459.0,Default Risk,3213722.61,Loan process takes too long,General Feedback,Web,Ibadan,Night,0.0,Neutral,0,Technical_Issues,3,1,2,3,3,1,-1,0,1,0,Segment 0
3766,54696,112998.55,Low,Entertainment,Good,485.0,Active Loan,0.0,The interface is confusing,General Feedback,Mobile App,Lagos,Night,-0.2263,Negative,3,General_Feedback,0,2,1,3,0,3,-1,0,3,0,Segment 0
3767,64625,215182.51,Low,Utilities,Good,324.0,Active Loan,0.0,I need better support,Technical Issue,Web,Abuja,Evening,0.6808,Positive,2,Charges_Complaints,0,2,1,1,3,3,-1,0,1,0,Segment 0
3768,80570,135377.37,Low,Education,Average,749.0,No Loan,4036680.65,I don't understand my loan deductions,No_Complaint,Mobile App,Ibadan,Afternoon,0.0,Neutral,1,Loan_Concerns,0,1,0,0,0,1,-1,0,1,0,Segment 0
3769,60409,180727.15,Lower-Middle,Utilities,Average,608.0,Active Loan,1820169.1,I need better support,Loan Issue,Mobile App,Enugu,Morning,0.6808,Positive,2,Charges_Complaints,1,1,1,2,0,0,-1,1,2,1,Digital-First
3770,53049,116132.88,Low,Rent,Poor,675.0,Active Loan,0.0,I need better support,No_Complaint,Web,Ibadan,Evening,0.6808,Positive,2,Charges_Complaints,0,0,1,1,3,1,-1,0,2,0,Segment 0
3771,70814,137270.92,Middle,Utilities,Average,586.0,No Loan,0.0,The interface is confusing,General Feedback,POS,Ibadan,Evening,-0.2263,Negative,3,General_Feedback,2,1,0,1,1,1,1,0,1,0,Segment 0
3772,29101,144427.17,Upper-Middle,Entertainment,Average,638.0,Default Risk,0.0,Customer service is slow to respond,Charges Issue,USSD,Ibadan,Afternoon,0.0,Neutral,3,General_Feedback,3,1,2,0,2,3,-1,0,3,0,Segment 0
3773,32025,74795.96,Upper-Middle,Education,Good,647.0,Active Loan,0.0,Loan process takes too long,No_Complaint,Mobile App,Ibadan,Afternoon,0.0,Neutral,0,Technical_Issues,3,2,1,0,0,1,-1,0,1,0,Segment 0
3774,28678,50900.78,Lower-Middle,Rent,Average,588.0,No Loan,0.0,Loan process takes too long,No_Complaint,Mobile App,Lagos,Evening,0.0,Neutral,0,Technical_Issues,1,1,0,1,0,1,30,0,2,0,Segment 0
3775,38983,68723.83,Low,Groceries,Good,581.0,No Loan,3658260.59,Customer service is slow to respond,Loan Issue,Mobile App,Abuja,Evening,0.0,Neutral,3,General_Feedback,0,2,0,1,0,0,-1,1,1,1,Digital-First
3776,72722,191176.42,Middle,Education,Average,405.0,No Loan,0.0,Customer service is slow to respond,Charges Issue,Web,Port Harcourt,Afternoon,0.0,Neutral,3,General_Feedback,2,1,0,0,3,1,-1,0,1,0,Segment 0
3777,45154,180873.99,Low,Rent,Poor,623.0,Active Loan,0.0,App keeps crashing during payments,General Feedback,POS,Ibadan,Night,0.0,Neutral,2,Charges_Complaints,0,0,1,3,1,1,-1,0,2,0,Segment 0
3778,55934,132970.62,Low,Online Shopping,Poor,459.0,No Loan,4389984.13,I don't understand my loan deductions,Technical Issue,Mobile App,Kano,Night,0.0,Neutral,1,Loan_Concerns,0,0,0,3,0,3,-1,3,0,3,Segment 3
3779,80860,47057.38,Lower-Middle,Health,Average,664.0,Active Loan,1012509.16,The service is excellent,Loan Issue,Web,Kaduna,Afternoon,0.5719,Positive,3,General_Feedback,1,1,1,0,3,0,-1,1,1,1,Digital-First
3780,67183,194323.02,Low,Savings Deposit,Poor,615.0,Active Loan,0.0,Overall experience is great,General Feedback,Web,Enugu,Night,0.6249,Positive,2,Charges_Complaints,0,0,1,3,3,2,-1,2,2,2,Digital-First
3781,97602,114462.3,Low,Savings Deposit,Poor,654.0,No Loan,1834169.27,Loan process takes too long,General Feedback,USSD,Enugu,Morning,0.0,Neutral,0,Technical_Issues,0,0,0,2,2,2,-1,2,2,2,Digital-First
3782,90895,164935.95,Low,Online Shopping,Good,683.0,No Loan,0.0,Overall experience is great,Technical Issue,Mobile App,Enugu,Morning,0.6249,Positive,2,Charges_Complaints,0,2,0,2,0,3,-1,3,0,3,Segment 3
3783,16535,169113.67,Lower-Middle,Online Shopping,Good,544.0,No Loan,0.0,Very satisfied with the platform,Loan Issue,USSD,Kaduna,Evening,0.4754,Positive,3,General_Feedback,1,2,0,1,2,0,-1,1,0,1,Digital-First
3784,93117,223027.62,Low,Rent,Good,616.0,Default Risk,4700904.94,Transaction was fast and smooth,Technical Issue,Web,Abuja,Morning,0.0,Neutral,1,Loan_Concerns,0,2,2,2,3,3,-1,0,2,0,Segment 0
3785,14224,151350.93,Upper-Middle,Transport,Poor,639.0,Active Loan,3042866.26,Customer service is slow to respond,No_Complaint,POS,Port Harcourt,Morning,0.0,Neutral,3,General_Feedback,3,0,1,2,1,1,-1,0,0,0,Segment 0
3786,85357,20000.0,Upper-Middle,Groceries,Average,652.0,No Loan,0.0,I don't understand my loan deductions,Loan Issue,Mobile App,Enugu,Morning,0.0,Neutral,1,Loan_Concerns,3,1,0,2,0,0,-1,1,2,1,Digital-First
3787,74578,187486.18,Low,Transport,Average,693.0,Active Loan,3946968.36,Loan process takes too long,General Feedback,Web,Kano,Evening,0.0,Neutral,0,Technical_Issues,0,1,1,1,3,1,-1,0,0,0,Segment 0
3788,85194,98489.4,Lower-Middle,Utilities,Poor,694.0,No Loan,4774423.44,Transaction was fast and smooth,Charges Issue,USSD,Enugu,Afternoon,0.0,Neutral,1,Loan_Concerns,1,0,0,0,2,1,-1,0,2,0,Segment 0
3789,32027,58160.42,Low,Utilities,Average,647.0,No Loan,0.0,I need better support,General Feedback,Mobile App,Port Harcourt,Evening,0.6808,Positive,2,Charges_Complaints,0,1,0,1,0,1,-1,0,1,0,Segment 0
3790,68782,93076.79,Middle,Groceries,Good,650.0,Default Risk,0.0,Transaction was fast and smooth,General Feedback,Mobile App,Port Harcourt,Afternoon,0.0,Neutral,1,Loan_Concerns,2,2,2,0,0,1,-1,0,1,0,Segment 0
3791,91891,20000.0,Low,Rent,Good,480.0,Default Risk,734035.68,Overall experience is great,General Feedback,POS,Kano,Morning,0.6249,Positive,2,Charges_Complaints,0,2,2,2,1,1,-1,0,2,0,Segment 0
3792,27348,194016.74,Lower-Middle,Education,Poor,623.0,Active Loan,1036276.66,The interface is confusing,Charges Issue,Web,Kaduna,Evening,-0.2263,Negative,3,General_Feedback,1,0,1,1,3,1,31,0,1,0,Segment 0
3793,13837,81322.27,Low,Education,Average,576.0,Default Risk,3700009.33,Overall experience is great,Technical Issue,POS,Abuja,Afternoon,0.6249,Positive,2,Charges_Complaints,0,1,2,0,1,3,-1,0,1,0,Segment 0
3794,78753,197270.32,Low,Health,Average,650.0,Default Risk,1408068.49,Very satisfied with the platform,No_Complaint,USSD,Abuja,Afternoon,0.4754,Positive,3,General_Feedback,0,1,2,0,2,1,-1,0,1,0,Segment 0
3795,67686,142306.58,Upper-Middle,Utilities,Poor,479.0,No Loan,0.0,Payment failed multiple times,Charges Issue,Mobile App,Ibadan,Morning,-0.5106,Negative,1,Loan_Concerns,3,0,0,2,0,1,-1,0,1,0,Segment 0
3796,15805,139476.18,Middle,Utilities,Average,603.0,Active Loan,2623107.52,I need better support,No_Complaint,POS,Kaduna,Evening,0.6808,Positive,2,Charges_Complaints,2,1,1,1,1,1,-1,0,1,0,Segment 0
3797,80158,186637.25,Low,Utilities,Poor,762.0,No Loan,0.0,App keeps crashing during payments,No_Complaint,Web,Lagos,Evening,0.0,Neutral,2,Charges_Complaints,0,0,0,1,3,1,-1,0,2,0,Segment 0
3798,66534,20000.0,Low,Transport,Average,629.0,No Loan,0.0,Loan process takes too long,No_Complaint,USSD,Kano,Evening,0.0,Neutral,0,Technical_Issues,0,1,0,1,2,1,5,0,0,0,Segment 0
3799,52519,189351.95,Lower-Middle,Savings Deposit,Average,338.0,Default Risk,0.0,The interface is confusing,Charges Issue,Mobile App,Ibadan,Night,-0.2263,Negative,3,General_Feedback,1,1,2,3,0,2,-1,2,1,2,Digital-First
3800,89392,161249.06,Middle,Health,Poor,598.0,Active Loan,4332158.01,I don't understand my loan deductions,Technical Issue,Web,Kano,Morning,0.0,Neutral,1,Loan_Concerns,2,0,1,2,3,3,-1,0,1,0,Segment 0
3801,80191,211317.21,High,Utilities,Average,606.0,No Loan,3834470.29,Overall experience is great,Technical Issue,Mobile App,Ibadan,Night,0.6249,Positive,2,Charges_Complaints,4,1,0,3,0,3,-1,0,1,0,Segment 0
3802,60013,123828.65,Upper-Middle,Utilities,Good,642.0,Active Loan,0.0,The interface is confusing,Charges Issue,POS,Abuja,Afternoon,-0.2263,Negative,3,General_Feedback,3,2,1,0,1,1,-1,0,1,0,Segment 0
3803,70001,172035.56,Low,Health,Average,673.0,No Loan,1714946.43,App keeps crashing during payments,Technical Issue,Web,Ibadan,Night,0.0,Neutral,2,Charges_Complaints,0,1,0,3,3,3,-1,0,1,0,Segment 0
3804,83096,101943.69,Lower-Middle,Rent,Good,505.0,No Loan,3172238.33,App keeps crashing during payments,Technical Issue,Mobile App,Kano,Morning,0.0,Neutral,2,Charges_Complaints,1,2,0,2,0,3,-1,0,2,0,Segment 0
3805,25134,187326.81,Middle,Entertainment,Average,670.0,No Loan,0.0,Charges are confusing and unclear,General Feedback,Mobile App,Enugu,Morning,-0.6124,Negative,3,General_Feedback,2,1,0,2,0,3,-1,0,3,0,Segment 0
3806,46927,196337.82,Middle,Rent,Average,610.0,No Loan,2553016.53,I don't understand my loan deductions,Loan Issue,Mobile App,Lagos,Morning,0.0,Neutral,1,Loan_Concerns,2,1,0,2,0,0,-1,1,2,1,Digital-First
3807,89806,20000.0,Low,Education,Average,588.0,No Loan,4745496.25,Transaction was fast and smooth,No_Complaint,USSD,Enugu,Night,0.0,Neutral,1,Loan_Concerns,0,1,0,3,2,1,-1,0,2,0,Segment 0
3808,15879,169784.73,Low,Education,Average,691.0,No Loan,1908054.05,Overall experience is great,No_Complaint,POS,Port Harcourt,Morning,0.6249,Positive,2,Charges_Complaints,0,1,0,2,1,1,-1,0,1,0,Segment 0
3809,41616,91455.41,Middle,Groceries,Poor,850.0,Active Loan,0.0,I need better support,Loan Issue,USSD,Enugu,Evening,0.6808,Positive,2,Charges_Complaints,2,0,1,1,2,0,-1,1,2,1,Digital-First
3810,92530,137473.82,Lower-Middle,Savings Deposit,Poor,596.0,No Loan,0.0,The interface is confusing,No_Complaint,Mobile App,Port Harcourt,Morning,-0.2263,Negative,3,General_Feedback,1,0,0,2,0,2,-1,2,1,2,Digital-First
3811,66056,135142.04,Low,Online Shopping,Average,653.0,Default Risk,0.0,Loan process takes too long,No_Complaint,USSD,Abuja,Morning,0.0,Neutral,0,Technical_Issues,0,1,2,2,2,1,-1,3,0,3,Segment 3
3812,97002,162361.91,Upper-Middle,Education,Poor,550.0,Default Risk,0.0,I don't understand my loan deductions,No_Complaint,Mobile App,Ibadan,Afternoon,0.0,Neutral,1,Loan_Concerns,3,0,2,0,0,1,-1,0,1,0,Segment 0
3813,97667,177600.72,Low,Utilities,Poor,542.0,Active Loan,2502741.06,Customer service is slow to respond,Technical Issue,Web,Abuja,Evening,0.0,Neutral,3,General_Feedback,0,0,1,1,3,3,-1,0,1,0,Segment 0
3814,56972,133847.8,Lower-Middle,Online Shopping,Poor,682.0,Active Loan,4742722.45,App keeps crashing during payments,General Feedback,Mobile App,Port Harcourt,Morning,0.0,Neutral,2,Charges_Complaints,1,0,1,2,0,1,-1,3,0,3,Segment 3
3815,47480,113871.03,Low,Utilities,Poor,758.0,Default Risk,308202.88,The interface is confusing,Loan Issue,USSD,Kaduna,Morning,-0.2263,Negative,3,General_Feedback,0,0,2,2,2,0,-1,1,1,1,Digital-First
3816,67994,110994.11,Low,Groceries,Poor,716.0,No Loan,0.0,The service is excellent,No_Complaint,USSD,Port Harcourt,Night,0.5719,Positive,3,General_Feedback,0,0,0,3,2,1,-1,0,1,0,Segment 0
3817,90926,63107.5,High,Education,Poor,779.0,No Loan,956160.44,Customer service is slow to respond,No_Complaint,POS,Lagos,Morning,0.0,Neutral,3,General_Feedback,4,0,0,2,1,1,-1,0,2,0,Segment 0
3818,79869,37393.52,Middle,Health,Average,739.0,No Loan,4961243.38,Payment failed multiple times,General Feedback,Web,Abuja,Evening,-0.5106,Negative,1,Loan_Concerns,2,1,0,1,3,1,-1,0,1,0,Segment 0
3819,48816,225101.25,Middle,Transport,Average,649.0,Default Risk,0.0,Payment failed multiple times,No_Complaint,USSD,Kaduna,Evening,-0.5106,Negative,1,Loan_Concerns,2,1,2,1,2,1,-1,0,0,0,Segment 0
3820,69292,64228.71,Middle,Rent,Poor,706.0,No Loan,4930146.76,Overall experience is great,Technical Issue,Web,Ibadan,Night,0.6249,Positive,2,Charges_Complaints,2,0,0,3,3,3,-1,0,2,0,Segment 0
3821,85778,245693.45,Middle,Groceries,Good,720.0,Default Risk,3417870.13,App keeps crashing during payments,Charges Issue,Web,Ibadan,Evening,0.0,Neutral,2,Charges_Complaints,2,2,2,1,3,1,-1,0,1,0,Segment 0
3822,44740,83807.76,Middle,Education,Poor,475.0,No Loan,0.0,Very satisfied with the platform,General Feedback,Mobile App,Lagos,Afternoon,0.4754,Positive,3,General_Feedback,2,0,0,0,0,1,-1,0,2,0,Segment 0
3823,73738,190434.85,Lower-Middle,Transport,Poor,740.0,Active Loan,0.0,App keeps crashing during payments,Technical Issue,USSD,Kaduna,Morning,0.0,Neutral,2,Charges_Complaints,1,0,1,2,2,3,-1,0,0,0,Segment 0
3824,36969,220872.76,Lower-Middle,Online Shopping,Average,579.0,Default Risk,4378700.27,I don't understand my loan deductions,No_Complaint,Mobile App,Kaduna,Evening,0.0,Neutral,1,Loan_Concerns,1,1,2,1,0,1,-1,3,0,3,Segment 3
3825,51920,125586.62,Upper-Middle,Rent,Poor,668.0,Active Loan,4293683.78,Loan process takes too long,Charges Issue,Mobile App,Ibadan,Morning,0.0,Neutral,0,Technical_Issues,3,0,1,2,0,1,-1,0,2,0,Segment 0
