Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day
3691,48599,277296.11,High,Entertainment,Average,351,No Loan,242988.97,Loan process takes too long,None,USSD,Enugu,Morning
3692,65606,35794.28,Middle,Online Shopping,Poor,544,No Loan,0,Payment failed multiple times,Charges Issue,USSD,Kaduna,Evening
3693,38563,281829.88,Lower-Middle,Health,Good,513,Active Loan,0,Transaction was fast and smooth,None,POS,Kano,Morning
3694,28579,135831.67,Lower-Middle,Education,Good,675,Active Loan,956813.38,Loan process takes too long,General Feedback,POS,Enugu,Afternoon
3695,98469,123611.51,Low,Transport,Average,717,Active Loan,1915216.35,Transaction was fast and smooth,None,Mobile App,Port Harcourt,Night
3696,83977,138552.64,Low,Online Shopping,Good,781,Default Risk,0,Very satisfied with the platform,Charges Issue,POS,Lagos,Night
3697,99929,198092.41,Low,Groceries,Average,484,Active Loan,2970772.57,Charges are confusing and unclear,General Feedback,Mobile App,Kaduna,Morning
3698,54821,94201.75,High,Entertainment,Good,592,No Loan,3643952.32,Charges are confusing and unclear,General Feedback,POS,Abuja,Night
3699,42421,198159.28,Upper-Middle,Education,Good,596,No Loan,3598080.24,Overall experience is great,None,USSD,Port Harcourt,Night
3700,21732,108111.09,Middle,Health,Poor,605,No Loan,2409844.9,Payment failed multiple times,General Feedback,Mobile App,Enugu,Night
3701,15959,108705.22,Lower-Middle,Rent,Average,755,Active Loan,4849426.11,Very satisfied with the platform,None,USSD,Enugu,Night
3702,23186,132163.1,Middle,Online Shopping,Good,496,Default Risk,0,App keeps crashing during payments,General Feedback,Web,Ibadan,Afternoon
3703,53378,190982.64,Low,Health,Good,840,Default Risk,794979.12,Charges are confusing and unclear,None,POS,Port Harcourt,Morning
3704,69545,92494.93,Middle,Online Shopping,Good,756,No Loan,1710954.41,Very satisfied with the platform,None,USSD,Lagos,Afternoon
3705,11450,263502.03,Lower-Middle,Transport,Good,493,Active Loan,0,Loan process takes too long,General Feedback,Mobile App,Lagos,Night
3706,68180,114902.25,Middle,Entertainment,Good,710,No Loan,0,Very satisfied with the platform,General Feedback,USSD,Enugu,Night
3707,69102,280657.57,Lower-Middle,Groceries,Good,802,Default Risk,0,Charges are confusing and unclear,None,USSD,Kaduna,Evening
3708,29795,93749.41,Low,Education,Good,729,Active Loan,2814941.61,Very satisfied with the platform,None,Web,Kano,Afternoon
3709,73215,290324.69,Lower-Middle,Savings Deposit,Poor,556,Active Loan,0,Transaction was fast and smooth,Charges Issue,Web,Ibadan,Morning
3710,62999,212639.51,Middle,Education,Poor,562,Default Risk,1251422.81,Loan process takes too long,Charges Issue,Mobile App,Lagos,Evening
3711,24392,248986.4,Low,Rent,Average,621,No Loan,0,Charges are confusing and unclear,Charges Issue,USSD,Ibadan,Afternoon
3712,49833,67921.14,Lower-Middle,Transport,Poor,689,No Loan,0,I don't understand my loan deductions,Charges Issue,POS,Kaduna,Night
3713,90717,96421.43,Upper-Middle,Transport,Average,607,No Loan,0,I don't understand my loan deductions,Charges Issue,Web,Enugu,Night
3714,72666,91144.96,Upper-Middle,Rent,Average,650,No Loan,494620.82,Customer service is slow to respond,General Feedback,USSD,Abuja,Morning
3715,23594,146729.64,Lower-Middle,Rent,Average,548,No Loan,0,Customer service is slow to respond,Charges Issue,Web,Kaduna,Afternoon
3716,71260,192361.71,Middle,Online Shopping,Poor,695,Default Risk,0,Overall experience is great,Charges Issue,Mobile App,Lagos,Night
3717,44317,210426.04,Middle,Entertainment,Poor,598,No Loan,0,I don't understand my loan deductions,None,Mobile App,Lagos,Evening
3718,80093,179757.51,Low,Utilities,Good,742,Active Loan,3803918.31,The interface is confusing,None,Mobile App,Kano,Night
3719,30983,186952.45,Low,Groceries,Good,559,No Loan,3573620.28,Charges are confusing and unclear,Loan Issue,Web,Port Harcourt,Evening
3720,27230,235928.03,Low,Groceries,Poor,635,No Loan,4027813.43,Charges are confusing and unclear,None,POS,Port Harcourt,Afternoon
3721,45920,150266.06,Middle,Utilities,Poor,650,Default Risk,0,Charges are confusing and unclear,Technical Issue,USSD,Port Harcourt,Evening
3722,44719,124146.82,Lower-Middle,Savings Deposit,Good,436,Active Loan,0,Charges are confusing and unclear,None,USSD,Lagos,Evening
3723,71330,188565.54,Upper-Middle,Rent,Poor,602,No Loan,0,Overall experience is great,General Feedback,Mobile App,Kaduna,Evening
3724,99529,180356.67,Middle,Transport,Poor,552,No Loan,0,Overall experience is great,Technical Issue,Mobile App,Enugu,Night
3725,51817,66759.78,Low,Education,Average,640,No Loan,0,I don't understand my loan deductions,None,POS,Enugu,Morning
3726,28000,160043.76,High,Online Shopping,Good,707,No Loan,1828808.28,App keeps crashing during payments,General Feedback,USSD,Abuja,Evening
3727,15979,302469.39,Middle,Savings Deposit,Average,624,No Loan,0,Payment failed multiple times,None,POS,Lagos,Evening
3728,31460,153654.93,High,Utilities,Average,534,No Loan,0,I don't understand my loan deductions,None,POS,Kano,Evening
3729,98996,213022.66,Lower-Middle,Education,Average,705,Active Loan,0,Charges are confusing and unclear,General Feedback,Mobile App,Ibadan,Night
3730,96942,138392.1,Middle,Entertainment,Average,658,Active Loan,4824789.71,Customer service is slow to respond,Technical Issue,Mobile App,Ibadan,Night
3731,35286,249041.68,Middle,Entertainment,Poor,610,Active Loan,583016.5,I don't understand my loan deductions,General Feedback,Web,Kaduna,Morning
3732,24235,187459.56,Upper-Middle,Online Shopping,Poor,636,Active Loan,0,Very satisfied with the platform,Technical Issue,POS,Kaduna,Afternoon
3733,16824,114864.81,Lower-Middle,Transport,Good,673,No Loan,758781.73,Loan process takes too long,Charges Issue,USSD,Port Harcourt,Night
3734,13781,209548.23,Upper-Middle,Education,Poor,501,No Loan,1429503.43,Charges are confusing and unclear,General Feedback,Web,Enugu,Morning
3735,51920,262514.92,Middle,Health,Poor,670,No Loan,0,App keeps crashing during payments,Technical Issue,Web,Kano,Morning
3736,84924,187531.78,Low,Entertainment,Average,660,Active Loan,4289957.01,Transaction was fast and smooth,None,Web,Ibadan,Afternoon
3737,12057,155868.69,Upper-Middle,Rent,Poor,497,Active Loan,1143563.54,Very satisfied with the platform,General Feedback,POS,Lagos,Morning
3738,92770,192739.97,High,Groceries,Average,633,Active Loan,1725257.33,App keeps crashing during payments,None,USSD,Kano,Afternoon
3739,54867,168218.75,Lower-Middle,Rent,Average,582,No Loan,789067.28,Transaction was fast and smooth,Technical Issue,Web,Port Harcourt,Morning
3740,25878,203559.03,Lower-Middle,Groceries,Good,691,Active Loan,2839731.58,Payment failed multiple times,Charges Issue,POS,Kaduna,Afternoon
3741,86424,130891.15,Low,Groceries,Average,625,No Loan,0,App keeps crashing during payments,Loan Issue,Web,Kaduna,Evening
3742,19423,92619.82,Middle,Rent,Poor,639,Active Loan,820494.9,I need better support,Charges Issue,POS,Kano,Morning
3743,45124,216220.1,Lower-Middle,Rent,Average,609,Active Loan,0,App keeps crashing during payments,General Feedback,POS,Kano,Evening
3744,61994,284639.64,Middle,Education,Poor,476,No Loan,0,App keeps crashing during payments,General Feedback,Web,Kaduna,Evening
3745,78554,177411.28,Low,Savings Deposit,Average,720,No Loan,3615513.56,The interface is confusing,None,USSD,Port Harcourt,Night
3746,88707,152935.02,Low,Health,Good,528,Active Loan,0,Charges are confusing and unclear,General Feedback,POS,Ibadan,Night
3747,82663,325322.9,Low,Groceries,Good,633,No Loan,0,The service is excellent,None,POS,Ibadan,Afternoon
3748,65513,218064.55,Middle,Groceries,Poor,691,No Loan,1102366.46,I need better support,General Feedback,USSD,Lagos,Evening
3749,74530,212245.13,Upper-Middle,Utilities,Poor,554,Default Risk,0,Very satisfied with the platform,None,POS,Lagos,Night
3750,64378,169608.69,Middle,Online Shopping,Average,602,No Loan,0,Charges are confusing and unclear,Charges Issue,Mobile App,Enugu,Afternoon
3751,83705,120073.33,Lower-Middle,Education,Poor,555,No Loan,564426.07,Charges are confusing and unclear,Loan Issue,POS,Kano,Night
3752,57084,128172.27,Upper-Middle,Education,Poor,585,Active Loan,0,Charges are confusing and unclear,Technical Issue,Web,Port Harcourt,Afternoon
3753,69019,138329.5,Lower-Middle,Utilities,Average,670,Active Loan,0,Charges are confusing and unclear,None,POS,Abuja,Afternoon
3754,20330,66173.72,Lower-Middle,Rent,Poor,567,Active Loan,1497973.55,The service is excellent,General Feedback,Mobile App,Abuja,Morning
3755,99325,136824.02,Lower-Middle,Education,Poor,602,No Loan,0,Transaction was fast and smooth,None,Mobile App,Kano,Evening
3756,71981,159053.88,Middle,Online Shopping,Average,572,No Loan,0,The service is excellent,Technical Issue,Mobile App,Kaduna,Afternoon
3757,86067,133190.06,Upper-Middle,Education,Average,663,Active Loan,0,The interface is confusing,Technical Issue,Web,Port Harcourt,Evening
3758,17034,168754.08,Middle,Transport,Average,679,No Loan,0,Customer service is slow to respond,General Feedback,USSD,Lagos,Morning
3759,71417,145390.89,Lower-Middle,Rent,Average,611,Active Loan,1209970.68,I don't understand my loan deductions,None,Web,Kano,Morning
3760,67879,159777.58,Middle,Education,Average,522,No Loan,4922214.41,The interface is confusing,General Feedback,Mobile App,Ibadan,Night
3761,65101,112728.81,Low,Rent,Average,616,Default Risk,0,Transaction was fast and smooth,None,POS,Kano,Morning
3762,89344,131008.34,Low,Rent,Average,597,No Loan,0,Very satisfied with the platform,Technical Issue,Mobile App,Kano,Evening
3763,18835,149778.61,Lower-Middle,Utilities,Poor,528,No Loan,1983555.85,I don't understand my loan deductions,General Feedback,POS,Abuja,Morning
3764,31986,105571.04,Low,Groceries,Average,833,No Loan,0,I need better support,None,Web,Kano,Evening
3765,86122,144450.74,Upper-Middle,Education,Average,459,Default Risk,3213722.61,Loan process takes too long,General Feedback,Web,Ibadan,Night
3766,54696,112998.55,Low,Entertainment,Good,485,Active Loan,0,The interface is confusing,General Feedback,Mobile App,Lagos,Night
3767,64625,215182.51,Low,Utilities,Good,324,Active Loan,0,I need better support,Technical Issue,Web,Abuja,Evening
3768,80570,135377.37,Low,Education,Average,749,No Loan,4036680.65,I don't understand my loan deductions,None,Mobile App,Ibadan,Afternoon
3769,60409,180727.15,Lower-Middle,Utilities,Average,608,Active Loan,1820169.1,I need better support,Loan Issue,Mobile App,Enugu,Morning
3770,53049,116132.88,Low,Rent,Poor,675,Active Loan,0,I need better support,None,Web,Ibadan,Evening
3771,70814,137270.92,Middle,Utilities,Average,586,No Loan,0,The interface is confusing,General Feedback,POS,Ibadan,Evening
3772,29101,144427.17,Upper-Middle,Entertainment,Average,638,Default Risk,0,Customer service is slow to respond,Charges Issue,USSD,Ibadan,Afternoon
3773,32025,74795.96,Upper-Middle,Education,Good,647,Active Loan,0,Loan process takes too long,None,Mobile App,Ibadan,Afternoon
3774,28678,50900.78,Lower-Middle,Rent,Average,588,No Loan,0,Loan process takes too long,None,Mobile App,Lagos,Evening
3775,38983,68723.83,Low,Groceries,Good,581,No Loan,3658260.59,Customer service is slow to respond,Loan Issue,Mobile App,Abuja,Evening
3776,72722,191176.42,Middle,Education,Average,405,No Loan,0,Customer service is slow to respond,Charges Issue,Web,Port Harcourt,Afternoon
3777,45154,180873.99,Low,Rent,Poor,623,Active Loan,0,App keeps crashing during payments,General Feedback,POS,Ibadan,Night
3778,55934,132970.62,Low,Online Shopping,Poor,459,No Loan,4389984.13,I don't understand my loan deductions,Technical Issue,Mobile App,Kano,Night
3779,80860,47057.38,Lower-Middle,Health,Average,664,Active Loan,1012509.16,The service is excellent,Loan Issue,Web,Kaduna,Afternoon
3780,67183,194323.02,Low,Savings Deposit,Poor,615,Active Loan,0,Overall experience is great,General Feedback,Web,Enugu,Night
3781,97602,114462.3,Low,Savings Deposit,Poor,654,No Loan,1834169.27,Loan process takes too long,General Feedback,USSD,Enugu,Morning
3782,90895,164935.95,Low,Online Shopping,Good,683,No Loan,0,Overall experience is great,Technical Issue,Mobile App,Enugu,Morning
3783,16535,169113.67,Lower-Middle,Online Shopping,Good,544,No Loan,0,Very satisfied with the platform,Loan Issue,USSD,Kaduna,Evening
3784,93117,223027.62,Low,Rent,Good,616,Default Risk,4700904.94,Transaction was fast and smooth,Technical Issue,Web,Abuja,Morning
3785,14224,151350.93,Upper-Middle,Transport,Poor,639,Active Loan,3042866.26,Customer service is slow to respond,None,POS,Port Harcourt,Morning
3786,85357,20000,Upper-Middle,Groceries,Average,652,No Loan,0,I don't understand my loan deductions,Loan Issue,Mobile App,Enugu,Morning
3787,74578,187486.18,Low,Transport,Average,693,Active Loan,3946968.36,Loan process takes too long,General Feedback,Web,Kano,Evening
3788,85194,98489.4,Lower-Middle,Utilities,Poor,694,No Loan,4774423.44,Transaction was fast and smooth,Charges Issue,USSD,Enugu,Afternoon
3789,32027,58160.42,Low,Utilities,Average,647,No Loan,0,I need better support,General Feedback,Mobile App,Port Harcourt,Evening
3790,68782,93076.79,Middle,Groceries,Good,650,Default Risk,0,Transaction was fast and smooth,General Feedback,Mobile App,Port Harcourt,Afternoon
3791,91891,20000,Low,Rent,Good,480,Default Risk,734035.68,Overall experience is great,General Feedback,POS,Kano,Morning
3792,27348,194016.74,Lower-Middle,Education,Poor,623,Active Loan,1036276.66,The interface is confusing,Charges Issue,Web,Kaduna,Evening
3793,13837,81322.27,Low,Education,Average,576,Default Risk,3700009.33,Overall experience is great,Technical Issue,POS,Abuja,Afternoon
3794,78753,197270.32,Low,Health,Average,650,Default Risk,1408068.49,Very satisfied with the platform,None,USSD,Abuja,Afternoon
3795,67686,142306.58,Upper-Middle,Utilities,Poor,479,No Loan,0,Payment failed multiple times,Charges Issue,Mobile App,Ibadan,Morning
3796,15805,139476.18,Middle,Utilities,Average,603,Active Loan,2623107.52,I need better support,None,POS,Kaduna,Evening
3797,80158,186637.25,Low,Utilities,Poor,762,No Loan,0,App keeps crashing during payments,None,Web,Lagos,Evening
3798,66534,20000,Low,Transport,Average,629,No Loan,0,Loan process takes too long,None,USSD,Kano,Evening
3799,52519,189351.95,Lower-Middle,Savings Deposit,Average,338,Default Risk,0,The interface is confusing,Charges Issue,Mobile App,Ibadan,Night
3800,89392,161249.06,Middle,Health,Poor,598,Active Loan,4332158.01,I don't understand my loan deductions,Technical Issue,Web,Kano,Morning
3801,80191,211317.21,High,Utilities,Average,606,No Loan,3834470.29,Overall experience is great,Technical Issue,Mobile App,Ibadan,Night
3802,60013,123828.65,Upper-Middle,Utilities,Good,642,Active Loan,0,The interface is confusing,Charges Issue,POS,Abuja,Afternoon
3803,70001,172035.56,Low,Health,Average,673,No Loan,1714946.43,App keeps crashing during payments,Technical Issue,Web,Ibadan,Night
3804,83096,101943.69,Lower-Middle,Rent,Good,505,No Loan,3172238.33,App keeps crashing during payments,Technical Issue,Mobile App,Kano,Morning
3805,25134,187326.81,Middle,Entertainment,Average,670,No Loan,0,Charges are confusing and unclear,General Feedback,Mobile App,Enugu,Morning
3806,46927,196337.82,Middle,Rent,Average,610,No Loan,2553016.53,I don't understand my loan deductions,Loan Issue,Mobile App,Lagos,Morning
3807,89806,20000,Low,Education,Average,588,No Loan,4745496.25,Transaction was fast and smooth,None,USSD,Enugu,Night
3808,15879,169784.73,Low,Education,Average,691,No Loan,1908054.05,Overall experience is great,None,POS,Port Harcourt,Morning
3809,41616,91455.41,Middle,Groceries,Poor,850,Active Loan,0,I need better support,Loan Issue,USSD,Enugu,Evening
3810,92530,137473.82,Lower-Middle,Savings Deposit,Poor,596,No Loan,0,The interface is confusing,None,Mobile App,Port Harcourt,Morning
3811,66056,135142.04,Low,Online Shopping,Average,653,Default Risk,0,Loan process takes too long,None,USSD,Abuja,Morning
3812,97002,162361.91,Upper-Middle,Education,Poor,550,Default Risk,0,I don't understand my loan deductions,None,Mobile App,Ibadan,Afternoon
3813,97667,177600.72,Low,Utilities,Poor,542,Active Loan,2502741.06,Customer service is slow to respond,Technical Issue,Web,Abuja,Evening
3814,56972,133847.8,Lower-Middle,Online Shopping,Poor,682,Active Loan,4742722.45,App keeps crashing during payments,General Feedback,Mobile App,Port Harcourt,Morning
3815,47480,113871.03,Low,Utilities,Poor,758,Default Risk,308202.88,The interface is confusing,Loan Issue,USSD,Kaduna,Morning
3816,67994,110994.11,Low,Groceries,Poor,716,No Loan,0,The service is excellent,None,USSD,Port Harcourt,Night
3817,90926,63107.5,High,Education,Poor,779,No Loan,956160.44,Customer service is slow to respond,None,POS,Lagos,Morning
3818,79869,37393.52,Middle,Health,Average,739,No Loan,4961243.38,Payment failed multiple times,General Feedback,Web,Abuja,Evening
3819,48816,225101.25,Middle,Transport,Average,649,Default Risk,0,Payment failed multiple times,None,USSD,Kaduna,Evening
3820,69292,64228.71,Middle,Rent,Poor,706,No Loan,4930146.76,Overall experience is great,Technical Issue,Web,Ibadan,Night
3821,85778,245693.45,Middle,Groceries,Good,720,Default Risk,3417870.13,App keeps crashing during payments,Charges Issue,Web,Ibadan,Evening
3822,44740,83807.76,Middle,Education,Poor,475,No Loan,0,Very satisfied with the platform,General Feedback,Mobile App,Lagos,Afternoon
3823,73738,190434.85,Lower-Middle,Transport,Poor,740,Active Loan,0,App keeps crashing during payments,Technical Issue,USSD,Kaduna,Morning
3824,36969,220872.76,Lower-Middle,Online Shopping,Average,579,Default Risk,4378700.27,I don't understand my loan deductions,None,Mobile App,Kaduna,Evening
3825,51920,125586.62,Upper-Middle,Rent,Poor,668,Active Loan,4293683.78,Loan process takes too long,Charges Issue,Mobile App,Ibadan,Morning
3826,14471,144951.4,Lower-Middle,Transport,Average,564,Active Loan,0,Customer service is slow to respond,Technical Issue,POS,Abuja,Morning
3827,81822,162258.36,Lower-Middle,Entertainment,Good,538,No Loan,0,The service is excellent,General Feedback,Mobile App,Abuja,Afternoon
3828,22875,160040.69,Low,Rent,Poor,675,Active Loan,0,Payment failed multiple times,Loan Issue,POS,Abuja,Morning
3829,73063,104839.82,Low,Groceries,Poor,580,No Loan,0,Overall experience is great,General Feedback,POS,Enugu,Night
3830,66400,55337.41,Lower-Middle,Savings Deposit,Poor,535,No Loan,0,Very satisfied with the platform,Charges Issue,USSD,Enugu,Afternoon
3831,70182,165399.02,Lower-Middle,Transport,Good,724,No Loan,909363.93,The service is excellent,Charges Issue,Mobile App,Ibadan,Afternoon
3832,36074,173758.37,Middle,Savings Deposit,Average,745,Default Risk,3286542.81,The service is excellent,Technical Issue,POS,Port Harcourt,Evening
3833,69228,109090.88,Upper-Middle,Rent,Average,658,Default Risk,0,App keeps crashing during payments,Technical Issue,USSD,Port Harcourt,Night
3834,82424,222050.94,Upper-Middle,Transport,Average,509,Active Loan,0,I don't understand my loan deductions,Technical Issue,Web,Abuja,Morning
3835,24331,116671.2,Middle,Health,Good,600,Active Loan,1798267.79,The interface is confusing,Loan Issue,POS,Ibadan,Night
3836,72397,196059.32,Lower-Middle,Rent,Poor,634,Active Loan,0,Loan process takes too long,General Feedback,USSD,Kano,Morning
3837,31739,194491.28,Low,Savings Deposit,Average,581,No Loan,3876357.32,Payment failed multiple times,None,Web,Abuja,Evening
3838,89064,50971.61,Middle,Online Shopping,Poor,612,No Loan,513681.04,App keeps crashing during payments,General Feedback,Mobile App,Kano,Afternoon
3839,64505,199042.08,Low,Education,Good,609,Active Loan,0,Charges are confusing and unclear,None,POS,Lagos,Morning
3840,34076,20000,Middle,Entertainment,Good,614,No Loan,4476066.84,Charges are confusing and unclear,Technical Issue,POS,Abuja,Afternoon
3841,83127,165322.98,Middle,Utilities,Good,596,No Loan,0,Customer service is slow to respond,Charges Issue,USSD,Enugu,Afternoon
3842,94082,103119.81,Upper-Middle,Utilities,Good,657,Active Loan,0,Charges are confusing and unclear,None,POS,Enugu,Evening
3843,50610,156655.76,Middle,Transport,Poor,653,No Loan,3455620.71,I don't understand my loan deductions,None,Web,Port Harcourt,Morning
3844,25322,221433.08,Lower-Middle,Groceries,Good,737,No Loan,0,I don't understand my loan deductions,General Feedback,Web,Kaduna,Night
3845,16297,183697.4,Lower-Middle,Rent,Good,651,No Loan,0,Customer service is slow to respond,General Feedback,Mobile App,Port Harcourt,Afternoon
3846,32706,184272.36,Low,Utilities,Poor,609,Active Loan,0,Very satisfied with the platform,Technical Issue,USSD,Port Harcourt,Night
3847,47635,209010.44,High,Savings Deposit,Average,596,No Loan,1011245.97,Very satisfied with the platform,None,USSD,Enugu,Morning
3848,61112,121186.35,Lower-Middle,Groceries,Poor,497,No Loan,0,Charges are confusing and unclear,None,USSD,Enugu,Morning
3849,96972,182279.76,Middle,Utilities,Good,539,Active Loan,0,Payment failed multiple times,General Feedback,Web,Enugu,Night
3850,74566,158107.43,Middle,Groceries,Poor,657,Default Risk,0,Charges are confusing and unclear,None,Mobile App,Port Harcourt,Afternoon
3851,65419,121379.52,Middle,Health,Average,652,No Loan,0,Overall experience is great,General Feedback,USSD,Port Harcourt,Evening
3852,91409,169336.38,High,Utilities,Average,699,No Loan,0,Payment failed multiple times,Loan Issue,Web,Enugu,Morning
3853,82112,104383.27,Upper-Middle,Education,Good,482,Active Loan,2340423.57,I don't understand my loan deductions,None,Web,Enugu,Morning
3854,89433,185294.03,Lower-Middle,Utilities,Poor,582,Active Loan,2876058.81,Customer service is slow to respond,General Feedback,POS,Ibadan,Afternoon
3855,54827,68805.73,Upper-Middle,Education,Poor,496,No Loan,0,App keeps crashing during payments,General Feedback,POS,Port Harcourt,Morning
3856,37823,232054.65,Lower-Middle,Transport,Good,571,Active Loan,1277228.88,The service is excellent,General Feedback,POS,Enugu,Morning
3857,37023,128240.77,Upper-Middle,Rent,Poor,489,Default Risk,745871.16,Overall experience is great,Technical Issue,USSD,Kaduna,Evening
3858,51741,177257.47,Middle,Education,Average,515,Active Loan,0,The service is excellent,None,USSD,Kano,Evening
3859,64962,123716.02,Middle,Rent,Average,582,No Loan,0,Very satisfied with the platform,General Feedback,POS,Kano,Morning
3860,57566,104242.08,Upper-Middle,Savings Deposit,Good,768,Active Loan,0,I don't understand my loan deductions,Technical Issue,USSD,Kaduna,Morning
3861,66253,144342.01,Low,Rent,Poor,779,No Loan,2377511.79,Customer service is slow to respond,General Feedback,Mobile App,Lagos,Morning
3862,54567,243254.95,Upper-Middle,Rent,Average,666,Active Loan,1951441.65,Payment failed multiple times,Charges Issue,POS,Kano,Evening
3863,69491,151817.82,Low,Entertainment,Average,387,No Loan,2484686.61,Transaction was fast and smooth,General Feedback,Mobile App,Enugu,Evening
3864,56787,99753.35,Low,Utilities,Poor,630,Active Loan,3214421.97,I don't understand my loan deductions,None,Mobile App,Abuja,Morning
3865,65643,43611.31,Low,Transport,Average,791,No Loan,1922237.53,The interface is confusing,General Feedback,USSD,Enugu,Night
3866,37476,153822.07,Lower-Middle,Health,Poor,626,No Loan,0,Customer service is slow to respond,Loan Issue,Mobile App,Lagos,Evening
3867,38849,156962.95,Lower-Middle,Groceries,Poor,572,Active Loan,0,Loan process takes too long,General Feedback,Web,Ibadan,Morning
3868,56118,99822.86,Middle,Utilities,Good,512,No Loan,2314340.02,The interface is confusing,Charges Issue,Web,Ibadan,Evening
3869,19522,184673.9,Upper-Middle,Savings Deposit,Good,645,No Loan,2905304.46,Charges are confusing and unclear,General Feedback,USSD,Kano,Evening
3870,21023,162066.64,Low,Health,Poor,683,Active Loan,4252476.12,Overall experience is great,None,Web,Kaduna,Morning
3871,95855,154130.44,Low,Online Shopping,Good,745,No Loan,373292.54,I don't understand my loan deductions,Charges Issue,POS,Enugu,Afternoon
3872,36509,169154.65,Lower-Middle,Health,Poor,671,No Loan,1694642.08,Charges are confusing and unclear,Charges Issue,POS,Lagos,Night
3873,90696,77568.83,Lower-Middle,Health,Good,817,No Loan,4166871.85,Very satisfied with the platform,Technical Issue,Web,Kaduna,Evening
3874,19648,164322.27,High,Utilities,Average,646,No Loan,0,App keeps crashing during payments,None,Web,Kano,Afternoon
3875,72238,148109.63,Middle,Groceries,Average,623,No Loan,0,Transaction was fast and smooth,General Feedback,Mobile App,Abuja,Night
3876,31187,216860.88,Upper-Middle,Rent,Average,760,No Loan,893692.95,Payment failed multiple times,Charges Issue,Mobile App,Lagos,Night
3877,86363,115137.93,Lower-Middle,Utilities,Good,557,Active Loan,0,Customer service is slow to respond,None,Web,Abuja,Evening
3878,47035,189186.56,Middle,Education,Good,590,No Loan,4775851.75,I don't understand my loan deductions,Technical Issue,Mobile App,Ibadan,Night
3879,22206,149222.53,Lower-Middle,Online Shopping,Poor,631,Active Loan,0,Very satisfied with the platform,None,Mobile App,Port Harcourt,Morning
3880,33596,207431.14,Low,Health,Average,440,Active Loan,0,Customer service is slow to respond,Technical Issue,Mobile App,Port Harcourt,Morning
3881,56003,298827.1,Middle,Education,Average,679,No Loan,0,Payment failed multiple times,Loan Issue,POS,Abuja,Evening
3882,44910,168503.61,Upper-Middle,Online Shopping,Average,630,Default Risk,0,Overall experience is great,Charges Issue,POS,Enugu,Morning
3883,56187,115931.04,Lower-Middle,Entertainment,Average,653,No Loan,0,App keeps crashing during payments,General Feedback,POS,Kano,Morning
3884,17709,160603.95,Lower-Middle,Rent,Average,687,No Loan,0,Customer service is slow to respond,General Feedback,USSD,Port Harcourt,Afternoon
3885,54952,179999.4,Upper-Middle,Health,Good,565,Active Loan,329412.95,Transaction was fast and smooth,None,POS,Port Harcourt,Night
3886,46495,118873.73,Lower-Middle,Groceries,Good,544,No Loan,0,Payment failed multiple times,Technical Issue,Web,Kano,Night
3887,31557,135236.64,Lower-Middle,Health,Poor,626,No Loan,395224.94,The interface is confusing,None,USSD,Port Harcourt,Night
3888,91012,128625.69,Upper-Middle,Savings Deposit,Good,679,Active Loan,0,Payment failed multiple times,None,Mobile App,Enugu,Morning
3889,26563,238620.67,Lower-Middle,Groceries,Good,621,No Loan,0,The service is excellent,General Feedback,Mobile App,Ibadan,Morning
3890,45061,153685.93,Upper-Middle,Groceries,Poor,668,No Loan,0,App keeps crashing during payments,Charges Issue,Web,Port Harcourt,Night
3891,19976,178126.69,Upper-Middle,Transport,Average,697,Active Loan,0,Very satisfied with the platform,None,POS,Lagos,Morning
3892,85586,86866.41,Upper-Middle,Savings Deposit,Good,540,No Loan,1444975.08,Transaction was fast and smooth,Charges Issue,POS,Kaduna,Afternoon
3893,16644,73403.21,Low,Health,Average,626,No Loan,0,The interface is confusing,None,Mobile App,Kano,Afternoon
3894,53872,74163.28,Lower-Middle,Entertainment,Good,580,Active Loan,0,Transaction was fast and smooth,Technical Issue,Web,Kano,Evening
3895,81144,163440.21,Lower-Middle,Transport,Poor,488,No Loan,0,I don't understand my loan deductions,None,POS,Lagos,Afternoon
3896,89202,102010.24,Lower-Middle,Savings Deposit,Average,613,No Loan,0,App keeps crashing during payments,Technical Issue,Web,Abuja,Evening
3897,59080,97530.94,Upper-Middle,Education,Good,419,Default Risk,0,Transaction was fast and smooth,General Feedback,POS,Enugu,Afternoon
3898,20567,185399.84,Low,Utilities,Poor,563,No Loan,2382702.63,The service is excellent,General Feedback,POS,Kaduna,Evening
3899,54095,208662.18,Lower-Middle,Education,Good,611,Active Loan,0,The service is excellent,General Feedback,POS,Enugu,Afternoon
3900,23547,110330.99,Middle,Utilities,Good,680,No Loan,0,The interface is confusing,Charges Issue,Web,Ibadan,Night
3901,66684,20000,Lower-Middle,Education,Poor,660,Active Loan,0,Loan process takes too long,Loan Issue,Web,Abuja,Evening
3902,52955,67857.74,Lower-Middle,Groceries,Average,463,No Loan,0,I don't understand my loan deductions,None,Web,Kaduna,Evening
3903,44943,46631.41,Lower-Middle,Savings Deposit,Poor,376,Active Loan,0,I need better support,None,USSD,Ibadan,Night
3904,85001,244405.95,Upper-Middle,Rent,Poor,643,No Loan,4514736.5,App keeps crashing during payments,Technical Issue,POS,Port Harcourt,Night
